x_max,signal,k,gamma,peak_omega,abs_gap,rel_gap
1000000,theta_norm,6,37.586178159,37.50731411307875,0.07886404592125018,0.0020982193397698834
1000000,theta_norm,7,40.918719012,41.18450177122373,0.2657827592237325,0.006495383180147646
1000000,theta_norm,8,43.327073281,43.39081436611071,0.06374108511071341,0.0014711606458464729
1000000,theta_norm,9,48.005150881,47.80343955588469,0.20171132511531198,0.004201868370653273
1000000,theta_norm,10,49.773832478,50.00975215077167,0.23591967277166503,0.004739833382851147
1000000,psi_norm,1,14.134725141,13.973313100950909,0.1614120400490915,0.011419538649597818
1000000,psi_norm,2,21.022039639,21.327688417240857,0.3056487782408581,0.014539444482533454
1000000,psi_norm,3,25.01085758,25.004876075385834,0.0059815046141658,0.0002391563182123322
1000000,psi_norm,4,30.424876126,30.1529387967888,0.27193732921120173,0.008937992979330947
1000000,psi_norm,5,32.935061588,33.09468892330478,0.15962733530477635,0.004846729521918887
1000000,psi_norm,6,37.586178159,37.50731411307875,0.07886404592125018,0.0020982193397698834
1000000,psi_norm,7,40.918719012,41.18450177122373,0.2657827592237325,0.006495383180147646
1000000,psi_norm,8,43.327073281,43.39081436611071,0.06374108511071341,0.0014711606458464729
1000000,psi_norm,9,48.005150881,47.80343955588469,0.20171132511531198,0.004201868370653273
1000000,psi_norm,10,49.773832478,50.00975215077167,0.23591967277166503,0.004739833382851147
1500000,theta_norm,1,14.134725141,14.0443377345863,0.09038740641370069,0.006394705628305269
1500000,theta_norm,2,21.022039639,21.06650660187945,0.04446696287945073,0.0021152544492854925
1500000,theta_norm,3,25.01085758,25.279807922255337,0.2689503422553372,0.010753343478729976
1500000,theta_norm,4,30.424876126,30.19532612936054,0.2295499966394594,0.007544812859346181
1500000,theta_norm,5,32.935061588,33.0041936762778,0.06913208827779727,0.0020990423258533016
1500000,theta_norm,6,37.586178159,37.91971188338301,0.33353372438300966,0.008873839818777773
1500000,theta_norm,7,40.918719012,40.728579430300265,0.19013958169973222,0.0046467628090696355
1500000,theta_norm,8,43.327073281,43.53744697721753,0.21037369621753044,0.004855479040856068
1500000,theta_norm,9,48.005150881,47.75074829759342,0.2544025834065806,0.0052994851331103895
1500000,theta_norm,10,49.773832478,49.85739895778136,0.08356647978136067,0.0016789239570470485
1500000,psi_norm,1,14.134725141,14.0443377345863,0.09038740641370069,0.006394705628305269
1500000,psi_norm,2,21.022039639,21.06650660187945,0.04446696287945073,0.0021152544492854925
1500000,psi_norm,3,25.01085758,25.279807922255337,0.2689503422553372,0.010753343478729976
1500000,psi_norm,4,30.424876126,30.19532612936054,0.2295499966394594,0.007544812859346181
1500000,psi_norm,5,32.935061588,33.0041936762778,0.06913208827779727,0.0020990423258533016
1500000,psi_norm,6,37.586178159,37.91971188338301,0.33353372438300966,0.008873839818777773
1500000,psi_norm,7,40.918719012,40.728579430300265,0.19013958169973222,0.0046467628090696355
1500000,psi_norm,8,43.327073281,43.53744697721753,0.21037369621753044,0.004855479040856068
1500000,psi_norm,9,48.005150881,47.75074829759342,0.2544025834065806,0.0052994851331103895
1500000,psi_norm,10,49.773832478,49.85739895778136,0.08356647978136067,0.0016789239570470485
2000000,theta_norm,1,14.134725141,14.28729871500614,0.1525735740061389,0.010794237063979065
2000000,theta_norm,2,21.022039639,21.09077429358049,0.0687346545804921,0.003269647273092182
2000000,theta_norm,3,25.01085758,25.172859640725104,0.16200206072510426,0.006477269330206799
2000000,theta_norm,4,30.424876126,30.615640103584585,0.1907639775845844,0.006270000140495705
2000000,theta_norm,5,32.935061588,32.65668277715689,0.27837881084311533,0.008452354342781724
2000000,theta_norm,6,37.586178159,37.41911568215894,0.16706247684106046,0.004444784892317055
2000000,theta_norm,7,40.918719012,40.820853471446114,0.09786554055388308,0.00239170587244392
2000000,theta_norm,8,43.327073281,43.54224370287585,0.2151704218758539,0.0049661887033161664
2000000,theta_norm,9,48.005150881,48.3046766078779,0.2995257268779028,0.006239449754473167
2000000,theta_norm,10,49.773832478,49.66537172359277,0.10846075440723268,0.002179071793500576
2000000,psi_norm,1,14.134725141,14.28729871500614,0.1525735740061389,0.010794237063979065
