x,t,theta_norm,psi_norm
366461370,19.719403672547436,-1.183038427180691,-0.14718422070783355
366503565,19.71951880755884,-1.1919980292338563,-0.1562034526397964
366545765,19.719633942570237,-1.1600052984244524,-0.12427034847659144
366587969,19.71974907758164,-1.1426312177660742,-0.10695588981852926
366630179,19.719864212593038,-1.1822032221203385,-0.1465875143519507
366672393,19.71997934760444,-1.2137282481607463,-0.17817215592472974
366714613,19.72009448261584,-1.1744954749239975,-0.13899899639731478
366756837,19.72020961762724,-1.181800626700594,-0.14636375723555795
366799066,19.72032475263864,-1.154344354444121,-0.11896709080444996
366841300,19.72043988765004,-1.1569982106085817,-0.12168054955730032
366883538,19.72055502266144,-1.1660250089367101,-0.1307669458252698
366925782,19.720670157672842,-1.1763808142841186,-0.14118234728528284
366968030,19.72078529268424,-1.129281692564914,-0.09414281702923681
367010284,19.72090042769564,-1.1648403876447728,-0.1292463990404002
367052542,19.72101556270704,-1.1841215563070693,-0.14858718231558757
367094805,19.72113069771844,-1.1861506885845332,-0.15067592596369167
367137073,19.721245832729842,-1.182252114263733,-0.1468369597705907
367179345,19.72136096774124,-1.1847251424628438,-0.14936959144389195
367221623,19.721476102752643,-1.1854396292950622,-0.1496291090004116
367263906,19.72159123776404,-1.2111002035614447,-0.17534931128383596
367306193,19.721706372775444,-1.1793279525088096,-0.1436366835910833
367348485,19.721821507786842,-1.1652998426679715,-0.12966819386261377
367390782,19.721936642798244,-1.1566659301430064,-0.1210938982018152
367433084,19.722051777809643,-1.159598511872716,-0.12408609354680143
367475391,19.722166912821045,-1.13705814872626,-0.10160534076604542
367517703,19.722282047832444,-1.1374010050607013,-0.10200780421592226
367560019,19.722397182843846,-1.1204514564741628,-0.08511785808548246
367602341,19.722512317855244,-1.1284917285350522,-0.09321773075946439
367644667,19.722627452866647,-1.1110116745982308,-0.0757972727755136
367686998,19.722742587878045,-1.081438764274291,-0.046283955151924405
367729335,19.722857722889444,-1.0974230266796239,-0.062327808411817495
367771675,19.722972857900846,-1.0806388121942716,-0.045603178712307874
367814021,19.723087992912244,-1.0723835604692364,-0.03740750992595762
367856372,19.723203127923647,-1.1271057973509802,-0.09218932649113047
367898728,19.723318262935045,-1.0936370600812446,-0.05878016564888632
367941088,19.723433397946447,-1.0788758249404389,-0.04356438574725849
367983453,19.723548532957846,-1.1558720628654482,-0.12062022177543937
368025824,19.723663667969248,-1.1210938572663043,-0.08538754965684382
368068199,19.723778802980647,-1.1327783968061842,-0.09713171037313112
368110579,19.72389393799205,-1.09433636875729,-0.05874930023854688
368152964,19.724009073003447,-1.145579471737861,-0.11005201787065041
368195353,19.72412420801485,-1.1548679789874612,-0.1194001351021861
368237748,19.724239343026248,-1.1665109221478829,-0.13110268638678788
368280147,19.72435447803765,-1.215349262397607,-0.18000063009022182
368322552,19.72446961304905,-1.2274828649806242,-0.1921938342673494
368364961,19.72458474806045,-1.2613923727940886,-0.22616293900358256
368407375,19.72469988307185,-1.216416805429568,-0.18124696529546458
368449794,19.72481501808325,-1.2384874682428941,-0.20337721849814955
368492218,19.72493015309465,-1.2299769582178668,-0.19492629559476077
368534647,19.725045288106053,-1.2587046921381126,-0.2237136133682481
368577081,19.72516042311745,-1.239387138732402,-0.20445564054670598
368619519,19.72527555812885,-1.2572530564370406,-0.22238113416205155
368661963,19.725390693140252,-1.2487060341011738,-0.21389368587042323
368704411,19.72550582815165,-1.2136460995127356,-0.17889332065189767
368746864,19.725620963163053,-1.2538247446859097,-0.21913153192369647
368789322,19.72573609817445,-1.2110456699952814,-0.17641202005973147
368831785,19.725851233185853,-1.2229559114123238,-0.18838182103080234
368874253,19.725966368197252,-1.218679237186402,-0.18416470308560137
368916726,19.726081503208654,-1.2218394886092037,-0.18687100073224086
368959204,19.726196638220053,-1.2098424827020138,-0.1749335741178187
369001686,19.726311773231455,-1.2391183133999373,-0.20426897942933267
369044174,19.726426908242853,-1.255341346382338,-0.22055158515017403
369086666,19.726542043254256,-1.262516652145253,-0.2272730595799198
369129163,19.726657178265654,-1.2873932443972405,-0.252209246165937
369171665,19.726772313277056,-1.3022474423218329,-0.26660968944239455
369214173,19.726887448288455,-1.313292816338448,-0.2777146821843888
369256684,19.727002583299857,-1.2998421869503336,-0.26432366543309505
369299201,19.727117718311256,-1.2733472867903834,-0.23788837602796375
369341723,19.727232853322654,-1.3251150225095065,-0.28971571921682604
369384250,19.727347988334056,-1.3309352273649127,-0.29508231404674756
369426781,19.727463123345455,-1.339002528345057,-0.30320924406652855
369469317,19.727578258356857,-1.3237109066324841,-0.2879772481053644
369511859,19.727693393368256,-1.2922998512321673,-0.25662581656896893
369554405,19.727808528379658,-1.2939263297395385,-0.2583119142490489
369596956,19.727923663391056,-1.2978520326287193,-0.26229723302070956
369639512,19.72803879840246,-1.3666693634589957,-0.33117417644257147
369682073,19.728153933413857,-1.372110794066289,-0.3366752163498901
369724639,19.72826906842526,-1.3829287202643226,-0.34755274855572366
369767210,19.728384203436658,-1.383733196818037,-0.34841682782434863
369809785,19.72849933844806,-1.3580592933877278,-0.32280252241568086
369852366,19.72861447345946,-1.3275580553924962,-0.2918479587684998
369894951,19.72872960847086,-1.2777651521382747,-0.24211467647404142
