x_max,signal,median_gap,mean_gap,best_gap,rand_z,emp_p,best_shift,zero_shift_rank
500000,theta_norm,0.4000835153607367,0.5517274208155967,0.004870962288499925,4.005430889475669,0.0,-0.04999999999999982,1
500000,psi_norm,0.4000835153607367,0.5525637739714754,0.004870962288499925,4.02694988627517,0.0,-0.04999999999999982,1
1000000,theta_norm,0.36771876581449625,0.5232686605804775,0.0059815046141658,3.8793799656927246,0.008,0.0,1
1000000,psi_norm,0.36771876581449625,0.5232686605804775,0.0059815046141658,4.043678497116142,0.008,0.0,1
1500000,theta_norm,0.35110844336465874,0.4937674510721644,0.04446696287945073,4.03836901476706,0.008,0.0,1
1500000,psi_norm,0.35110844336465874,0.4937674510721644,0.04446696287945073,4.169041414099288,0.008,0.0,1
2000000,theta_norm,0.35074723694611265,0.5071782653011251,0.0687346545804921,3.902567035097726,0.004,-0.04999999999999982,3
2000000,psi_norm,0.3401737789287189,0.502960500051023,0.0687346545804921,3.987048385983173,0.004,-0.1499999999999999,3
5000000,theta_norm,0.3094572118691019,0.31919661375318203,0.003063619325438083,3.7773355587361377,0.008,-0.19999999999999973,5
5000000,psi_norm,0.3094572118691019,0.47392521968773405,0.003063619325438083,3.7971592341004756,0.004,-0.19999999999999973,5
10000000,theta_norm,0.2896956074699215,0.42663784821301903,0.05381200682609233,4.187160907471471,0.004,0.10000000000000009,6
10000000,psi_norm,0.2896956074699215,0.42663784821301903,0.05381200682609233,4.283364263295405,0.0,0.10000000000000009,5
50000000,theta_norm,0.25225068835324294,0.3939819326208226,0.008686593218454775,4.794957345302071,0.0,0.0,1
50000000,psi_norm,0.25225068835324294,0.39427881346996285,0.008686593218454775,4.840334993150683,0.0,0.0,1
100000000,theta_norm,0.2441705287877367,0.39331781071357375,0.0063908915013861645,5.694986408058958,0.0,0.0,1
100000000,psi_norm,0.2441705287877367,0.39331781071357375,0.0063908915013861645,5.712614409741643,0.0,0.0,1
300000000,theta_norm,0.22054613416513824,0.370043213739024,0.010490388789150984,4.801003631886885,0.0,-0.1499999999999999,3
300000000,psi_norm,0.22054613416513824,0.370043213739024,0.010490388789150984,4.826180098897955,0.0,-0.1499999999999999,3
500000000,theta_norm,0.21291643456848597,0.3515778181286794,0.038763574850698035,5.681404480590573,0.0,0.0,1
500000000,psi_norm,0.21291643456848597,0.3515778181286794,0.038763574850698035,5.692240331882496,0.0,0.0,1
1000000000,theta_norm,0.20334303553715927,0.3438761705590848,0.006510169019833256,5.433423930502844,0.0,-0.09999999999999964,2
1000000000,psi_norm,0.20334303553715927,0.3438761705590848,0.006510169019833256,5.463835522125473,0.0,-0.09999999999999964,2
3000000000,theta_norm,0.189854464421785,0.48656467057561403,0.005005796513366079,5.6308587676455275,0.0,0.0,1
3000000000,psi_norm,0.189854464421785,0.3317869738575328,0.005005796513366079,5.653885187618958,0.0,0.0,1
5000000000,theta_norm,0.18417314701847332,0.34990298754977367,0.014856167231641848,5.646323635168238,0.0,0.0,1
5000000000,psi_norm,0.18417314701847332,0.34990298754977367,0.014856167231641848,5.65526642695918,0.0,0.0,1
10000000000,theta_norm,0.17696628922621116,0.33921831826759596,0.013325620908116065,5.554980868112562,0.0,0.0,1
10000000000,psi_norm,0.17696628922621116,0.33921831826759596,0.013325620908116065,5.5750054278762455,0.0,0.0,1
30000000000,theta_norm,0.16666142451587884,0.3189517948888283,0.004897093128185759,5.721999042572431,0.0,0.0,1
30000000000,psi_norm,0.16666142451587884,0.3189517948888283,0.004897093128185759,5.737827202327312,0.0,0.0,1
50000000000,theta_norm,0.16226733842098895,0.31569458502087266,0.02168746316739245,5.693281969687285,0.0,0.050000000000000266,2
50000000000,psi_norm,0.16226733842098895,0.31569458502087266,0.02168746316739245,5.7108253019293835,0.0,0.050000000000000266,2
100000000000,theta_norm,0.15664674983125337,0.309021224060049,0.009041800500618535,5.597048390263838,0.0,-0.04999999999999982,2
100000000000,psi_norm,0.15664674983125337,0.309021224060049,0.009041800500618535,5.608058269755657,0.0,-0.04999999999999982,2
