x_max,signal,median_gap,mean_gap,best_gap,rand_z,emp_p,best_shift,zero_shift_rank
500000,theta_norm,0.42076771486267717,0.5640247535130304,0.01634610413378823,3.6458147432865204,0.008,0.10000000000000009,4
500000,psi_norm,0.46689237509510306,0.5787040803278193,0.01634610413378823,3.8366762385608726,0.004,0.10000000000000009,4
1000000,theta_norm,0.38515884436024095,0.5458644838186723,0.09188150981442789,2.820878921115279,0.024,-0.04999999999999982,12
1000000,psi_norm,0.38515884436024095,0.543055910434817,0.09188150981442789,2.9036709034968777,0.02,-0.04999999999999982,13
1500000,theta_norm,0.3669555017179942,0.5190316915396211,0.026324078276893204,4.201455575306633,0.008,-0.04999999999999982,1
1500000,psi_norm,0.3669555017179942,0.5190316915396211,0.026324078276893204,4.3495462362336035,0.004,-0.04999999999999982,1
2000000,theta_norm,0.35504852994843716,0.5113077010964054,0.011152627290513806,4.138871200012771,0.0,-0.04999999999999982,1
2000000,psi_norm,0.35504852994843716,0.6065973216395402,0.011152627290513806,4.18979924906614,0.0,-0.04999999999999982,1
5000000,theta_norm,0.3217767405334513,0.46472801882131265,0.02345144247186859,4.028177680966126,0.004,-0.09999999999999964,6
5000000,psi_norm,0.3217767405334513,0.4621095113463002,0.02345144247186859,4.08990422700514,0.004,-0.09999999999999964,6
10000000,theta_norm,0.300422730173346,0.4337277663137056,0.007551473134220998,5.163750069207672,0.0,-0.04999999999999982,2
10000000,psi_norm,0.300422730173346,0.4337277663137056,0.007551473134220998,5.181925665208296,0.0,-0.04999999999999982,2
50000000,theta_norm,0.26037458126049096,0.4268963969298792,0.014897778992672528,4.535929152887232,0.004,0.10000000000000009,4
50000000,psi_norm,0.26037458126049096,0.4268963969298792,0.014897778992672528,4.591873254072086,0.004,0.10000000000000009,4
100000000,theta_norm,0.24623328828240787,0.5253937028055901,0.009985456704093565,5.235755966970322,0.0,-0.1499999999999999,4
100000000,psi_norm,0.24623328828240787,0.5253937028055901,0.009985456704093565,5.284250739713917,0.0,-0.1499999999999999,4
300000000,theta_norm,0.22671558929700453,0.3799502923368382,0.04498716020140492,4.49277075145965,0.004,0.050000000000000266,5
300000000,psi_norm,0.22671558929700453,0.3799502923368382,0.04498716020140492,4.529072765613631,0.004,0.050000000000000266,5
500000000,theta_norm,0.21864279499644113,0.36900595174623874,0.020382580387632743,5.309185254116411,0.0,0.20000000000000018,6
500000000,psi_norm,0.21864279499644113,0.37280002363769427,0.020382580387632743,5.3203570521229375,0.0,0.20000000000000018,6
1000000000,theta_norm,0.20858319596068142,0.35772574177425553,0.019125935281874007,4.1016376407292,0.008,-0.04999999999999982,13
1000000000,psi_norm,0.20858319596068142,0.3656908579551172,0.019125935281874007,4.119727377293449,0.008,-0.04999999999999982,13
3000000000,theta_norm,0.20057561791773182,0.3524188444976157,0.005962058630885281,5.531700928231585,0.0,0.050000000000000266,3
3000000000,psi_norm,0.20057561791773182,0.3524188444976157,0.005962058630885281,5.550488345788718,0.0,0.050000000000000266,3
5000000000,theta_norm,0.18845424902056163,0.4820406794632855,0.0174039937291397,5.7830368152395355,0.0,-0.09999999999999964,4
5000000000,psi_norm,0.18845424902056163,0.34432966048861174,0.0174039937291397,5.80335897810271,0.0,0.050000000000000266,4
10000000000,theta_norm,0.18091945941662857,0.3308348828165843,0.0077199741734403915,4.9765742281035426,0.004,0.050000000000000266,2
10000000000,psi_norm,0.18091945941662857,0.33326126178319193,0.0077199741734403915,4.988837680358398,0.004,0.0,1
