peak_omega,amp_norm,nearest_zero,abs_gap
13.749878915663839,0.024356691909558286,14.134725141,0.38484622533616175
14.111717834497098,0.036263614680368914,14.134725141,0.023007306502902836
14.473556753330357,0.026658439668195658,14.134725141,0.3388316123303561
14.835395672163614,0.011480610396350066,14.134725141,0.7006705311636132
20.624818373495756,0.015867395835206657,21.022039639,0.39722126550424264
20.986657292329014,0.024168673283632286,21.022039639,0.0353823466709855
21.348496211162274,0.018082631431649964,21.022039639,0.3264565721622752
24.605046480661606,0.013104805355346126,25.01085758,0.40581109933839343
24.966885399494863,0.020288735692996048,25.01085758,0.043972180505136294
25.328724318328124,0.01529451187437743,25.01085758,0.3178667383281244
30.03263026316049,0.011014153869606124,30.424876126,0.3922458628395127
30.394469181993745,0.016380971909148712,30.424876126,0.030406944006255543
30.756308100827006,0.01213497562191047,30.424876126,0.33143197482700515
32.5655026949933,0.010735043332704062,32.935061588,0.36955889300670464
32.92734161382656,0.015524646618434638,32.935061588,0.0077199741734403915
33.28918053265982,0.01131600777759233,32.935061588,0.35411894465981675
37.26940863982566,0.010265067637240041,37.586178159,0.31676951917433627
37.63124755865893,0.013420693948117703,37.586178159,0.04506939965892798
40.887797828158256,0.012259016635235948,40.918719012,0.03092118384174114
43.42067025999106,0.011189277163215695,43.327073281,0.09359697899106578
