peak_omega,amp_norm,nearest_zero,abs_gap
13.749878915663839,0.671625732938327,14.134725141,0.38484622533616175
14.111717834497098,1.0,14.134725141,0.023007306502902836
14.473556753330357,0.7366756026965254,14.134725141,0.3388316123303561
14.835395672163614,0.31914067491781717,14.134725141,0.7006705311636132
20.624818373495756,0.43581336984542474,21.022039639,0.39722126550424264
20.986657292329014,0.6662091213582134,21.022039639,0.0353823466709855
21.348496211162274,0.5002453962482779,21.022039639,0.3264565721622752
24.605046480661606,0.35983163309655364,25.01085758,0.40581109933839343
24.966885399494863,0.5577286381444947,25.01085758,0.043972180505136294
25.328724318328124,0.4218742358082097,25.01085758,0.3178667383281244
30.03263026316049,0.3061312959199934,30.424876126,0.3922458628395127
30.394469181993745,0.45501238681534084,30.424876126,0.030406944006255543
30.756308100827006,0.33651260089206025,30.424876126,0.33143197482700515
32.5655026949933,0.29848070227111084,32.935061588,0.36955889300670464
32.92734161382656,0.4299522764978653,32.935061588,0.0077199741734403915
33.28918053265982,0.31209114035658136,32.935061588,0.35411894465981675
37.26940863982566,0.2830346631377722,37.586178159,0.31676951917433627
37.63124755865893,0.3699728676774586,37.586178159,0.04506939965892798
40.887797828158256,0.338004989524684,40.918719012,0.03092118384174114
43.42067025999106,0.31031820419520306,43.327073281,0.09359697899106578
