x,t,theta_norm,psi_norm
999999,13.815510557964274,-1.5148257317807996,-0.41240271057032485
1000230,13.815740827987074,-1.4969713127104847,-0.3946755994305933
1000460,13.815971098009875,-1.436679904775386,-0.33451090450095583
1000691,13.816201368032676,-1.446452752086946,-0.3444109717704332
1000921,13.816431638055477,-1.4690310738455563,-0.36711591899311014
1001152,13.816661908078276,-1.4649825365646765,-0.36319451379875367
1001382,13.816892178101076,-1.4185106981338003,-0.3168492133913014
1001613,13.817122448123877,-1.400655353227562,-0.299120912801301
1001843,13.817352718146678,-1.3818013659097788,-0.2803933761668889
1002074,13.817582988169478,-1.4329614717181458,-0.3316804386221545
1002305,13.81781325819228,-1.4012964920856266,-0.3001423717446914
1002536,13.81804352821508,-1.3420331197757436,-0.2410058683233072
1002767,13.81827379823788,-1.3517741184567063,-0.2508736920514752
1002997,13.818504068260681,-1.2915232817042246,-0.1907490877880447
1003228,13.81873433828348,-1.3012609701573123,-0.20061351387098003
1003460,13.818964608306281,-1.2844001440578772,-0.18387992999884345
1003691,13.819194878329082,-1.3217161744125183,-0.22132261028775554
1003922,13.819425148351883,-1.276266722211498,-0.17599976430573067
1004153,13.819655418374683,-1.299777597518124,-0.19963720214121888
1004384,13.819885688397484,-1.3370693180989435,-0.23705544158588987
1004616,13.820115958420285,-1.3615581664647798,-0.26167131259262977
1004847,13.820346228443086,-1.3850412355709023,-0.2852808131191143
1005078,13.820576498465886,-1.3947293074134575,-0.29509527279237485
1005310,13.820806768488685,-1.3778403179946888,-0.278333174489904
1005541,13.821037038511486,-1.3323890397926346,-0.23300819682591817
1005773,13.821267308534287,-1.3430658491350762,-0.24381180966458738
1006004,13.821497578557087,-1.407860063019048,-0.3087322368944285
1006236,13.821727848579888,-1.3634030721561816,-0.2644019620085107
1006468,13.821958118602689,-1.2913978277885496,-0.19252338980152942
1006700,13.82218838862549,-1.302060083231515,-0.20331227361409362
1006932,13.82241865864829,-1.3127158462867348,-0.2140946212730857
1007163,13.822648928671091,-1.2810499098009527,-0.18255468030952562
1007395,13.822879198693892,-1.3054701375321724,-0.20710140537683402
1007627,13.82310946871669,-1.3298815632044838,-0.2316392846948532
1007859,13.823339738739492,-1.2441299550706866,-0.14601408654152745
1008092,13.823570008762292,-1.2282278246712945,-0.13023886707057483
1008324,13.823800278785093,-1.2250961407693024,-0.12723350570599173
1008556,13.824030548807894,-1.18066606123282,-0.0829297051171013
1008788,13.824260818830695,-1.2050607263179625,-0.10745060558508196
1009020,13.824491088853495,-1.146871623181732,-0.04938769429197906
1009253,13.824721358876296,-1.1309687324703948,-0.033611495557727265
1009485,13.824951628899097,-1.1003114256581281,-0.0030802933968144693
1009718,13.825181898921896,-1.0981684330827268,-0.00106390528131556
1009950,13.825412168944696,-1.1225412796480203,-0.02556276940655087
1010183,13.825642438967497,-1.1478995550275561,-0.051047561829519354
1010416,13.825872708990298,-1.2145112698732814,-0.11778574995427102
1010648,13.826102979013099,-1.2250993545964997,-0.1284997216947068
1010881,13.8263332490359,-1.1954201975595267,-0.0989469506711641
1011114,13.8265635190587,-1.165743557960924,-0.06939665339709383
1011347,13.826793789081501,-1.1773161382914215,-0.08109553238838936
1011580,13.827024059104302,-1.2301253965459211,-0.13403104566509827
1011812,13.8272543291271,-1.1857025954498477,-0.0897339143910567
1012046,13.827484599149901,-1.211996027394723,-0.11615405574302673
1012279,13.827714869172702,-1.1548257716557748,-0.05910992426118375
1012512,13.827945139195503,-1.1251480927162412,-0.029558326040541417
1012745,13.828175409218304,-1.0405101998717647,0.054953529598214805
1012978,13.828405679241104,-1.0932809569443116,0.0020567788080950913
1013211,13.828635949263905,-1.1460366789735694,-0.05082489347559071
1013445,13.828866219286706,-1.1722964562907172,-0.07721111788802773
1013678,13.829096489309507,-1.1838185226613824,-0.08885904747549124
1013912,13.829326759332305,-1.1139229207255268,-0.019089805274077807
1014145,13.829557029355106,-1.1529069016037523,-0.05819956243167079
1014379,13.829787299377907,-1.0967520811848943,-0.0021710144869562065
1014612,13.830017569400708,-1.1494528352173965,-0.05499745796143295
1014846,13.830247839423508,-1.1482162456348703,-0.053887053693136996
1015080,13.83047810944631,-1.1332485923914324,-0.03904554212835568
1015313,13.83070837946911,-1.1859185232445573,-0.09184103226182393
1015547,13.83093864949191,-1.1297680458535198,-0.035816609539913453
1015781,13.831168919514711,-1.128518802399551,-0.03469337719475959
1016015,13.83139918953751,-1.1272658494874588,-0.033566391856252834
1016249,13.831629459560311,-1.071127503064138,0.022446030503649742
1016483,13.831859729583112,-1.124750286092563,-0.031302633103068286
1016717,13.832089999605913,-1.1509223954666665,-0.05760057959536189
1016951,13.832320269628713,-1.122218981218863,-0.029022959030647163
1017185,13.832550539651514,-1.1346632572765498,-0.041592985361302966
1017420,13.832780809674315,-1.0932369191478701,-0.0002928912362930144
1017654,13.833011079697116,-1.105674361689119,-0.012855997119889833
1017888,13.833241349719916,-1.1043942401456026,-0.011701495583532904
1018123,13.833471619742717,-1.1589397845824208,-0.05951827482954271
1018357,13.833701889765516,-1.1987709362523538,-0.09947574733473745
1018592,13.833932159788317,-1.2669941971699465,-0.16782582510894978
1018826,13.834162429811117,-1.210858061705077,-0.1118159232547475
1019061,13.834392699833918,-1.196833025424631,-0.09791761628397394
1019296,13.834622969856719,-1.19651009628634,-0.09772137262642151
1019530,13.83485323987952,-1.1677905448331565,-0.06912792404231433
