x_max,signal,peak_omega,amp_norm
5000000,psi_norm,49.51315389905664,0.26031999909370623
5000000,psi_norm,59.41578467886798,0.2538649424382651
10000000,theta_norm,13.32599794361628,0.258674052369056
10000000,theta_norm,13.905389158556119,1.0
10000000,theta_norm,14.484780373495957,0.8963967956387717
10000000,theta_norm,20.85808373783418,0.6687708598255719
10000000,theta_norm,21.437474952774018,0.48169422568628373
10000000,theta_norm,24.913822242413048,0.5975851906855169
10000000,theta_norm,25.493213457352883,0.37791886674922953
10000000,theta_norm,30.12834317687159,0.4092906398197868
10000000,theta_norm,30.70773439181143,0.42462975978890144
10000000,theta_norm,32.44590803663095,0.30418153714529156
10000000,theta_norm,33.025299251570786,0.4654004762094624
10000000,theta_norm,37.66042897108949,0.43110085214640553
10000000,theta_norm,40.55738504578868,0.27814147584982357
10000000,theta_norm,41.13677626072852,0.32562544131963855
10000000,theta_norm,42.874949905548036,0.2575626815552724
10000000,theta_norm,43.45434112048787,0.3505678059066275
10000000,theta_norm,48.08947084000658,0.31164943183614124
10000000,theta_norm,49.827644484826095,0.3263422081278994
10000000,theta_norm,52.724600559525285,0.2778187358493264
10000000,theta_norm,60.83607756868302,0.2587523654767326
10000000,psi_norm,13.32599794361628,0.2606547243737635
10000000,psi_norm,13.905389158556119,1.0
10000000,psi_norm,14.484780373495957,0.8666848272305501
10000000,psi_norm,20.85808373783418,0.6998811625929213
10000000,psi_norm,21.437474952774018,0.5164127221576198
10000000,psi_norm,24.913822242413048,0.5937254439903258
10000000,psi_norm,25.493213457352883,0.38771670174240935
10000000,psi_norm,30.12834317687159,0.4233467534946395
10000000,psi_norm,30.70773439181143,0.43914001983546613
10000000,psi_norm,32.44590803663095,0.29744271439292574
10000000,psi_norm,33.025299251570786,0.4649573663390074
10000000,psi_norm,37.66042897108949,0.41378974718136696
10000000,psi_norm,40.55738504578868,0.28601268145278913
10000000,psi_norm,41.13677626072852,0.34044504039234125
10000000,psi_norm,43.45434112048787,0.33608193095381184
10000000,psi_norm,48.08947084000658,0.32676568365769837
10000000,psi_norm,49.827644484826095,0.31438437680300463
10000000,psi_norm,52.724600559525285,0.26682522219666005
10000000,psi_norm,56.20094784916431,0.24884774288866696
10000000,psi_norm,60.83607756868302,0.26650781382376204
50000000,theta_norm,13.621537171075063,0.4778750168412348
50000000,theta_norm,14.126038547781546,1.0
50000000,theta_norm,14.630539924488032,0.5137317520702314
50000000,theta_norm,20.684556444965835,0.46928049535305827
50000000,theta_norm,21.18905782167232,0.5895080480727066
50000000,theta_norm,24.720567458617708,0.44693730583338237
50000000,theta_norm,25.22506883532419,0.4847290546406438
50000000,theta_norm,30.27008260238903,0.41630044325675464
50000000,theta_norm,30.77458397909551,0.3257673225191385
50000000,theta_norm,32.79258948592145,0.4104788836061067
50000000,theta_norm,33.29709086262793,0.29333148591147795
50000000,theta_norm,37.3331018762798,0.3201627174453728
50000000,theta_norm,37.837603252986284,0.33401635485688713
50000000,theta_norm,40.864611513225185,0.3238834715351734
50000000,theta_norm,43.38711839675761,0.321987374166691
50000000,theta_norm,47.92763078711596,0.2854893873843998
50000000,theta_norm,49.441134917235416,0.22487665402233378
50000000,theta_norm,49.9456362939419,0.2695352397868537
50000000,theta_norm,52.972644554180796,0.2674901360657579
50000000,theta_norm,56.50415419112618,0.24003845276976427
50000000,psi_norm,13.621537171075063,0.49235227348415056
50000000,psi_norm,14.126038547781546,1.0
50000000,psi_norm,14.630539924488032,0.5098560032398057
50000000,psi_norm,20.684556444965835,0.4960134257863619
50000000,psi_norm,21.18905782167232,0.6158334080984856
50000000,psi_norm,24.720567458617708,0.4414929572840288
50000000,psi_norm,25.22506883532419,0.495264895632891
50000000,psi_norm,30.27008260238903,0.42981938578218887
50000000,psi_norm,30.77458397909551,0.339429518397774
50000000,psi_norm,32.79258948592145,0.4126097474888297
50000000,psi_norm,33.29709086262793,0.30004611377960416
50000000,psi_norm,37.3331018762798,0.31901451739804065
50000000,psi_norm,37.837603252986284,0.32348976350750047
50000000,psi_norm,40.864611513225185,0.33491686251514236
50000000,psi_norm,43.38711839675761,0.3162446758741407
50000000,psi_norm,47.92763078711596,0.2967733811638021
50000000,psi_norm,49.9456362939419,0.2638762202155292
50000000,psi_norm,52.972644554180796,0.26639036098711866
50000000,psi_norm,56.50415419112618,0.2468327657365366
50000000,psi_norm,59.53116245136509,0.22550404522525752
100000000,theta_norm,13.859647395103186,0.88835764458086
100000000,theta_norm,14.337566270796401,1.0
100000000,theta_norm,20.550511654808172,0.3552832250013619
100000000,theta_norm,21.028430530501385,0.7160274422986725
100000000,theta_norm,21.506349406194598,0.3422744312300754
100000000,theta_norm,24.851781536047095,0.5766467571918868
100000000,theta_norm,25.329700411740305,0.45502141582378997
100000000,theta_norm,30.108889168672437,0.37657807764629
100000000,theta_norm,30.586808044365654,0.4620573449842086
100000000,theta_norm,32.498483547138505,0.2731621867026912
100000000,theta_norm,32.976402422831725,0.4742189504982256
100000000,theta_norm,37.27767230407064,0.3175181962931321
100000000,theta_norm,37.755591179763854,0.4013397099760175
100000000,theta_norm,40.62310443392313,0.2811310207970661
100000000,theta_norm,41.101023309616345,0.330362349832517
100000000,theta_norm,43.012698812389196,0.2827989475780396
100000000,theta_norm,43.490617688082416,0.3315871586691816
100000000,theta_norm,47.79188756932134,0.2899869405597452
100000000,theta_norm,49.70356307209419,0.3201728429940966
100000000,theta_norm,53.04899520194669,0.29036707494187564
100000000,psi_norm,13.859647395103186,0.9091832912890143
100000000,psi_norm,14.337566270796401,1.0
100000000,psi_norm,20.550511654808172,0.38165275079017935
100000000,psi_norm,21.028430530501385,0.748957386484205
100000000,psi_norm,21.506349406194598,0.36018565193392077
100000000,psi_norm,24.851781536047095,0.579765963106763
100000000,psi_norm,25.329700411740305,0.4686002911702261
100000000,psi_norm,30.108889168672437,0.3859722993623613
100000000,psi_norm,30.586808044365654,0.4830334811766209
100000000,psi_norm,32.976402422831725,0.4823489907871059
100000000,psi_norm,37.27767230407064,0.3208223649594596
100000000,psi_norm,37.755591179763854,0.3945440538731008
100000000,psi_norm,40.62310443392313,0.2919728143542248
100000000,psi_norm,41.101023309616345,0.3488434632210808
100000000,psi_norm,43.012698812389196,0.27850928273488024
100000000,psi_norm,43.490617688082416,0.33129067804416407
100000000,psi_norm,47.79188756932134,0.3001661488719371
100000000,psi_norm,49.70356307209419,0.31823017008260723
100000000,psi_norm,53.04899520194669,0.2936269337867609
100000000,psi_norm,56.39442733179917,0.27869702685383846
