signal,true_band_energy,rand_mean,rand_std,rand_z,rand_emp_p,best_shift,zero_shift_rank,jitter02_z,jitter02_p,jitter04_z,jitter04_p,jitter06_z,jitter06_p
psi_norm,1053271.0994757027,205741.6675988449,174582.94729170404,4.854594592567812,0.0,0.050000000000000266,5,0.16984613238194649,0.43333333333333335,1.2300786740313612,0.08666666666666667,2.0954777406869383,0.006666666666666667
theta_norm,1050378.0244963246,205600.38843587702,174789.56957240883,4.833112399824794,0.0,0.050000000000000266,5,0.17064103248314808,0.43333333333333335,1.2272783414961632,0.08,2.0844677268848786,0.006666666666666667
psi_minus_x,3723700401146.439,910793562841.6769,656570169041.9685,4.284244047226823,0.0,0.050000000000000266,5,-0.12423529526316664,0.55,0.7775764455853992,0.23333333333333334,1.7313662573183042,0.023333333333333334
theta_minus_x,3727330358905.109,911521048272.4393,657655448026.8103,4.281587446863025,0.0,0.050000000000000266,5,-0.11919689176673975,0.5466666666666666,0.7777149372771153,0.23666666666666666,1.7311535180391124,0.023333333333333334
