peak_omega,amp_norm,nearest_zero,abs_gap
13.65416793308047,0.40516323361278567,14.134725141,0.4805572079195297
14.080860680989236,1.0,14.134725141,0.0538644600107645
14.507553428898,0.6038129554675293,14.134725141,0.37282828789799893
20.907944647529472,0.6394602663129019,21.022039639,0.11409499147052671
21.334637395438236,0.4765283138418632,21.022039639,0.31259775643823673
24.748179378708354,0.44860034106835345,25.01085758,0.26267820129164576
25.17487212661712,0.5136053998225518,25.01085758,0.16401454661712123
30.295185101522293,0.4389946526442873,30.424876126,0.12969102447770808
30.721877849431056,0.3336809673581778,30.424876126,0.29700172343105535
32.85534158897488,0.4210462646008137,32.935061588,0.07971999902512295
33.28203433688365,0.2758079635916385,32.935061588,0.34697274888364404
37.548961815971296,0.38281774708524,37.586178159,0.037216343028703136
37.975654563880056,0.21741186997497358,37.586178159,0.38947640488005675
40.96250379924141,0.34031164446618467,40.918719012,0.04378478724141388
43.09596753878523,0.27563812975878044,43.327073281,0.23110574221476554
43.522660286694,0.2856911590769206,43.327073281,0.19558700569400145
47.78958776578165,0.25245908694781377,48.005150881,0.2155631152183517
48.216280513690414,0.25070516436866697,48.005150881,0.2111296326904153
49.92305150532547,0.27073366495700624,49.773832478,0.149219027325465
52.909900740686815,0.26816688291875296,49.773832478,3.1360682626868126
