Signal,FirstX,LastX,MedianAbsFirst,MedianAbsLast,AbsRatio,MedianRelFirst,MedianRelLast,RelRatio
psi_norm,500000,100000000000,0.1231334752299417,0.0395390458876363,0.32110720349442234,0.0030045479382051,0.0014883047617162,0.49535064586298627
theta_norm,500000,100000000000,0.1231334752299417,0.0395390458876363,0.32110720349442234,0.0030045479382051,0.0014883047617162,0.49535064586298627
