peak_omega,amp_norm,nearest_zero,abs_gap
13.65416793308047,0.41309129654251775,14.134725141,0.4805572079195297
14.080860680989236,1.0,14.134725141,0.0538644600107645
14.507553428898,0.6040409416552062,14.134725141,0.37282828789799893
20.907944647529472,0.6524794524031016,21.022039639,0.11409499147052671
21.334637395438236,0.47855426682757096,21.022039639,0.31259775643823673
24.748179378708354,0.44524245851952343,25.01085758,0.26267820129164576
25.17487212661712,0.5150310658006984,25.01085758,0.16401454661712123
30.295185101522293,0.4455768094932717,30.424876126,0.12969102447770808
30.721877849431056,0.34298031267065143,30.424876126,0.29700172343105535
32.85534158897488,0.4242514962209128,32.935061588,0.07971999902512295
33.28203433688365,0.27592316374115083,32.935061588,0.34697274888364404
37.548961815971296,0.37777088149884147,37.586178159,0.037216343028703136
40.96250379924141,0.34862275035700707,40.918719012,0.04378478724141388
43.09596753878523,0.2724630805506407,43.327073281,0.23110574221476554
43.522660286694,0.28828094504265966,43.327073281,0.19558700569400145
47.78958776578165,0.2533073806053523,48.005150881,0.2155631152183517
48.216280513690414,0.25661383443970165,48.005150881,0.2111296326904153
49.49635875741671,0.21757412992529707,49.773832478,0.2774737205832949
49.92305150532547,0.2680389119790976,49.773832478,0.149219027325465
52.909900740686815,0.26553548503556323,49.773832478,3.1360682626868126
