peak_omega,amp_norm,nearest_zero,abs_gap
13.749878915663839,0.45377052144717245,14.134725141,0.38484622533616175
14.111717834497098,1.0,14.134725141,0.023007306502902836
14.473556753330357,0.5479629218369407,14.134725141,0.3388316123303561
20.624818373495756,0.28689587000358385,21.022039639,0.39722126550424264
20.986657292329014,0.6658405673416546,21.022039639,0.0353823466709855
21.348496211162274,0.38667734575401647,21.022039639,0.3264565721622752
24.605046480661606,0.2308824653621625,25.01085758,0.40581109933839343
24.966885399494863,0.5562748833485966,25.01085758,0.043972180505136294
25.328724318328124,0.3338069985954407,25.01085758,0.3178667383281244
30.394469181993745,0.46255402008788543,30.424876126,0.030406944006255543
30.756308100827006,0.2612398227629542,30.424876126,0.33143197482700515
32.92734161382656,0.43583363522084273,32.935061588,0.0077199741734403915
37.26940863982566,0.22496935253576178,37.586178159,0.31676951917433627
37.63124755865893,0.3743614853913065,37.586178159,0.04506939965892798
40.887797828158256,0.34472301854444526,40.918719012,0.03092118384174114
43.42067025999106,0.31015981250134067,43.327073281,0.09359697899106578
48.124576204823434,0.2712087681515669,48.005150881,0.11942532382343529
49.57193188015647,0.23328258218305828,49.773832478,0.2019005978435331
49.93377079898973,0.25583289736689896,49.773832478,0.15993832098972405
52.8284821496558,0.23934380704432334,49.773832478,3.0546496716557954
